;	：
iinm	𩶅
iinn	吵吵闹闹
iinn	𬳾
iino	𬴇
iins	饬
iint	插翅难逃
iinv	𡣀
iio	侈
iiob	飾
iiod	𩚉
iiof	傺
iiom	㒆
iiom	侙
iion	䶵
iion	𰽹
iioo	欫
iioq	𦎚
iior	佁
iior	饎
iior	㘜
iior	倁
iios	飭
iiou	䶵
iipb	处处碰壁
iipd	㥡
iipf	憏
iipf	𩾕
iipk	持平
iipm	恜
iipm	𦐁
iipn	恀
iipo	㱀
iipt	𢜳
iiq	持
iiqb	摛
iiqc	𦔫
iiqd	扡
iiqg	攡
iiqg	觢
iiqk	痴情
iiql	持枪
iiqn	搋
iiqn	拸
iiqo	踅
iiqo	抶
iiqo	𣉄
iiqq	觢
iiqr	耛
iiqu	搋
iiqu	䀸
iir	嗤
iirc	哧
iire	炽热
iire	𠻟
iirf	吃人
iirf	噄
iirg	跮
iirk	喫
iirk	𨂰
iirl	䟷
iirl	嘨
iirm	翤
iirn	哆
iiro	呎
iiro	叺
iiro	踶
iirp	叱
iirp	𠮟
iirq	𡂙
iirr	吵吵嚷嚷
iirr	踟
iirr	呞
iiru	耻辱
iirv	𧛧
iirz	吃肉
iis	尺
iis	耻
iisd	馳
iisd	杘
iisd	𡳭
iisd	𣙰
iise	翄
iisi	䮻
iisn	䮈
iiso	翨
iiso	𣤩
iiso	𩥲
iisp	恥
iisp	驪
iisu	吃素
iisu	𩤖
iit	茌
iitg	茬
iitg	荎
iith	池塘
iith	㔑
iitl	𦵟
iitn	莉
iitn	𦱰
iitn	𪏐
iito	𦳚
iito	𰸛
iitp	芪
iitu	𧀤
iitu	𪏐
iitz	吃透
iiu	蚩
iiub	𡼁
iiuf	赤身
iiui	吃屎
iiui	岻
iiui	𢇕
iiuk	㞿
iium	岻
iium	𦏿
iium	𦐉
iiuo	㰞
iiuo	𣣷
iiup	㞴
iiuv	妛
iiuz	赤手
iiv	媸
iiva	叱咤
iivb	唇齿之邦
iivb	𫄨
iivb	絺
iivb	𦆤
iivc	𨨬
iivd	吃斋
iivd	𦂋
iive	吃着
iivi	迟滞
iivm	䊼
iivn	姼
iivo	𧰲
iivp	紕
iivp	𡚨
iivs	持重
iivu	吃住
iivx	吃穿住行
iivy	吃准
iiwj	吃完
iiwj	𤰠
iiwq	㽚
iiwu	迟误
iiww	颤颤巍巍
iixb	痴心
iixn	耻笑
iixp	吃些
iixu	持续
iixy	唇齿相依
iiy	迟
iiy	齿
iiya	𧪡
iiyb	离
iiyc	吃药
iiyc	訵
iiyd	蠢蠢欲动
iiyd	䪧
iiyd	䶔
iiyd	歯
iiyd	𧩴
iiye	䜉
iiye	𧩚
iiye	𧩼
iiyg	離
iiyg	㙜
iiyg	𨒬
iiyg	𨘾
iiyi	迟疑
iiyi	歭
iiyi	𢨒
iiyj	迟延
iiyj	謘
iiyj	遟
iiyk	遫
iiyk	𠧵
iiyk	𧩼
iiyk	𪉗
iiyn	誃
iiyn	謻
iiyn	𠞩
iiyo	齒
iiyo	誺
iiyo	𠧚
iiyo	𨑠
iiyq	遲
iiyq	䜄
iiyq	遅
iiyq	𧭟
iiyr	驰援
iiyr	啻
iiyr	齝
iiyr	𨖎
iiyr	𱌯
iiys	𨔤
iiyt	迣
iiyv	袲
iiyy	绰绰有余
iiyz	持有
iizc	迟早
iize	斥责
iizi	尺子
iizu	赤足
iizu	⻭
iizu	⻮
ij	产
ija	旵
ijac	㬄
ijag	𨷭
ijaj	閳
ijaj	闡
ijar	𨵍
ijbc	传家宝
ijbg	𦝟
ijbi	䂁
ijbl	𧴃
ijbm	䐮
ijbm	䑎
ijbm	脠
ijbm	𥊓
ijbm	𦢙
ijbq	出简不出全
ijbr	䀡
ijbv	脠
ijc	单
ijcd	𨬖
ijcg	𨮻
ijci	䥀
ijci	鑱
ijci	𨩪
ijcm	鏟
ijcm	鋋
ijcn	䤫
ijcn	鋓
ijcn	𨪑
ijcr	鉆
ijcv	冁
ijcv	鋋
ijdd	棎
ijdg	超级大国
ijdh	𰗡
ijdi	产地
ijdi	䴼
ijdi	欃
ijdm	梴
ijdm	㯆
ijdr	䪜
ijds	颤动
ijdv	梴
ijdy	穿金戴银
ijdz	颤抖
ije	潺
ije	浐
ijed	潹
ijeg	瀍
ijeg	湹
ijei	瀺
ijej	灛
ijel	渐
ijel	漸
ijem	澶
ijem	滻
ijep	惉
ijer	沾
ijev	𡝫
ijf	𬊤
ijfa	阐发
ijfh	产房
ijfj	燀
ijfr	煘
ijfu	搀扶
ijgg	㙻
ijgg	壥
ijgg	𡎻
ijgg	𧾡
ijgi	𡍌
ijgj	成就感
ijgm	初具规模
ijgr	㙴
ijgv	馋鬼
ijhh	楚界汉河
ijhi	艬
ijhi	𤚍
ijhi	𪗂
ijhl	长江后浪推前浪
ijhm	㹌
ijhm	簅
ijhm	𪖎
ijhn	𥭔
ijho	掺和
ijho	㰫
ijho	𨊝
ijhv	忏悔
ijhz	产后
iji	禅
iji	谄
ijig	廛
ijig	㢆
ijij	潺潺
ijij	禪
ijij	𫟠
ijil	鄽
ijin	刬
ijin	剗
ijin	𰵭
ijiu	铲除
ijiu	蟾蜍
ijix	初见成效
ijix	𬤛
ijiy	谗
ijji	禅机
ijji	䴼
ijjj	䡲
ijjp	缠结
ijjr	婵娟
ijjr	磛
ijjx	产假
ijkd	𤸦
ijke	产科
ijki	㹽
ijki	㺥
ijkj	㺗
ijkj	𫞣
ijkl	春节快乐
ijkl	獑
ijkl	𰡔
ijkm	𤴿
ijkm	𤼋
ijkt	吃尽苦头
ijl	阐
ijl	蝉
ijl	成交量
ijlb	𧐲
ijlf	裧
ijlg	𧓋
ijli	㸥
ijli	𧕃
ijlj	幝
ijlj	蟬
ijll	产量
ijll	螹
ijll	𠁷
ijlm	蝉联
ijlm	蟺
ijlo	襝
ijlo	𢁧
ijlr	产卵
ijlr	蟾
ijlr	襜
ijlr	幨
ijlr	袩
ijlr	𤗻
ijlu	长颈鹿
ijlv	掣襟露肘
ijlw	丳
ijly	成家立业
ijmc	馋猫
ijmf	㶣
ijmg	𤪮
ijmj	禪
ijmk	阐明
ijml	䣑
ijmm	缠绵
ijmm	䊲
ijmm	䤘
ijmm	硟
ijmm	𬡻
ijmv	硟
ijmw	谄媚
ijn	馋
ijnc	𩖌
ijnd	骣
ijnd	𣔵
ijng	产能
ijnh	𡮿
ijni	毚
ijni	䧯
ijni	𧥓
ijni	𩽝
ijnj	𨼒
ijnl	䱿
ijnl	酁
ijnm	㢟
ijnn	劖
ijnn	𤮭
ijno	𣤱
ijnr	𡖞
ijnr	𡖤
ijns	𠣄
ijnu	𢌚
ijnu	𨽊
ijnv	㢟
ijny	𫥎
ijo	铲
ijod	僝
ijod	𫔏
ijoe	𢽝
ijoi	镵
ijoi	儳
ijoi	饞
ijoi	𠋷
ijoi	𩝚
ijoj	镡
ijom	儃
ijom	𩟶
ijon	𮸊
ijoo	𠑡
ijov	𮣴
ijox	𠐩
ijox	𠑆
ijox	𠑑
ijp	忏
ijpb	产品
ijpk	铲平
ijpl	船坚炮利
ijpm	懺
ijpm	㦃
ijpm	懴
ijpu	𢥋
ijq	搀
ijqg	𢷹
ijqh	掺
ijqh	摻
ijqh	𱟫
ijqi	产期
ijqi	攙
ijqi	𢱟
ijqj	掸
ijqj	撣
ijql	摲
ijql	𰓼
ijqm	产前
ijqm	摌
ijqq	𢺟
ijqr	产权
ijqr	𬰷
ijqu	产区
ijr	躔
ijr	啴
ijrc	缠绕
ijrh	𰸎
ijri	嚵
ijrj	單
ijrj	嘽
ijrm	𨄉
ijrm	𨇦
ijro	孱弱
ijrr	䠨
ijrv	囅
ijrv	辴
ijrv	𠹖
ijrx	出将入相
ijrx	𨇝
ijsc	䫮
ijsd	孱
ijsd	驏
ijsh	成吉思汗
ijsi	𨳂
ijsm	𨲵
ijsm	𩥮
ijsq	羼
ijsq	𬳲
ijsr	𩮏
ijt	蒇
ijtc	蕆
ijte	𪏦
ijtf	𪏂
ijtf	𪏋
ijti	䩶
ijtj	䵐
ijtj	𱋴
ijtk	𪏁
ijtm	𦸰
ijtr	重见天日
ijtr	韂
ijtr	苫
ijtu	创巨痛深
ijtv	蝉蜕
ijtz	长镜头
iju	巉
ijuf	缠身
ijug	产生
ijuh	𡶴
ijui	阐释
ijui	𧈪
ijum	嵼
ijuq	触景生情
ijuu	阐述
ijuv	掺水
ijv	缠
ijv	婵
ijv	持久战
ijve	缠着
ijvg	纏
ijvg	緾
ijvg	纒
ijvh	禅杖
ijvi	产值
ijvj	长久之计
ijvj	嬋
ijvj	繟
ijvj	𦈎
ijvm	繵
ijvm	𤯥
ijvo	𦆀
ijvr	㚲
ijwi	𪓄
ijwu	产物
ijxn	产销
ijy	颤
ijyb	颤音
ijyc	顫
ijyd	𧬦
ijye	产业
ijyf	𧨗
ijyh	𬺅
ijyi	讒
ijyi	𨔢
ijyi	𪚃
ijyj	谗言
ijyj	譂
ijyl	斺
ijyl	𣃘
ijym	產
ijym	産
ijym	讖
ijym	𪙞
ijyn	剷
ijyn	誗
ijyn	𱐙
ijyp	㤐
ijyu	产于
ijyu	辿
ijyu	觇
ijyu	䜛
ijyu	覘
ijyu	𧠛
ijyx	除旧迎新
ijyx	諂
ijyx	讇
ijza	掺杂
ijzi	产自
ijzu	缠足
ijzv	馋嘴
ik	窗口
ikae	䦤
ikag	䦟
ikbg	膗
ikbj	触控板
ikbm	腄
ikbr	膪
ikce	揣测
ikdh	插科打诨
ikdo	揣度
ikei	冲口而出
ikeo	𣤌
ikhe	㪓
ikiv	出口成章
ikjm	吹糠见米
iklg	䦷
ikme	𨣅
ikmo	揣摩
iknl	吃苦耐劳
ikq	揣
ikqb	𢲽
ikqi	喘口气
ikqn	搋
ikqu	搋
ikr	踹
ikr	啜
ikre	嘬
ikrm	蹉
ikru	𠽶
iktp	创可贴
ikue	㪜
ikur	出口伤人
ikve	𣲂
ikxf	敞开心扉
ikye	䴝
ikye	𱊼
ikzq	吃亏在眼前
il	窗
ilaf	闖
ilba	疮疤
ilbc	出类拔萃
ilbd	吃了豹子胆
ilbg	𩪘
ilbh	吃力不讨好
ilbj	创办
ilbm	床边
ilbu	吃粮不管事
ilbu	𬥳
ilbx	川流不息
ilcd	𨧖
ildd	豺狼当道
ildg	橦
ildh	闯荡
ildj	床单
ildk	吃了大亏
ildm	床垫
ildv	重峦叠嶂
ilek	漺
ilfm	初露锋芒
ilfn	出离愤怒
ilfw	差旅费
ilgo	闯过
ilgr	闯关
ilhb	豺狼虎豹
ilhe	囱
ilhi	囱
ilhk	囪
ilho	闯祸
ilhp	𥲡
ilhu	窗户
ilhv	创汇
ilhx	𥡟
ili	床
ilia	查了查
ilif	𪁱
ilih	尝了尝
ilim	疒
ilim	𬸐
ilir	凔
ilix	䄝
iljb	闯进
iljm	创建
iljn	床脚
iljp	窓
iljp	䆫
iljp	窻
ilju	创举
ilk	疮
ilkj	创刊
ilkn	㼽
ilkn	𠞮
ilkr	瘡
ilkr	獊
ilkx	乘龙快婿
ilkz	窗口
ill	闯
ill	幢
illg	㡖
illi	创立
illk	窗棂
illm	窗帘
illo	赤裸裸
illp	牎
illp	牕
illx	𧜧
ilmd	出了名的
ilmd	𩃕
ilmg	䃥
ilmk	磢
ilmm	创面
ilmx	䄝
ilnp	𥎒
ilo	创
ilog	䭚
iloi	戧
ilok	傸
ilol	𨜾
ilon	創
iloo	𩞆
ilop	𠏨
ilp	怆
ilpb	处理品
ilpr	愴
ilpt	触类旁通
ilpu	床铺
ilpw	吃里扒外
ilqe	䎫
ilqg	撞
ilqg	𦔛
ilqi	处理器
ilqj	春兰秋菊
ilqk	摤
ilqm	窗前
ilqo	摐
ilqo	𪭢
ilqu	𧢆
ilqx	舂
ilqz	吃了枪子
ilr	噇
ilrd	𠳹
ilrj	怆然
ilru	闯入
ilsc	刅
ilsi	刅
ilta	床榻
iltc	刱
iltc	剙
iltd	窗台
ilth	剏
ilti	吹拉弹唱
ilti	刱
ilti	剏
ilti	剙
iltk	剏
iltp	葱
ilts	创痛
iltu	𥈄
iltv	垂帘听政
iltz	床头
ilu	创伤
ilue	创设
iluh	床上
ilui	创始
iluk	𡻯
iluz	创收
ilvc	床罩
ilvd	初来乍到
ilvd	牀
ilvi	创制
ilvj	车轮战
ilwd	窗外
ilwt	𡆪
ilww	床位
ilxb	创新
ilyc	剙
ilye	创业
ilyh	剏
ilyi	创意
ilyi	剏
ilyi	剙
ilyk	剏
ilyk	𧬧
ilyu	䚒
ilyz	创优
ilzc	创造
ilzi	窗子
ilzo	创作
im	重码
imbs	长命百岁
imbv	愁眉不展
imby	沉默不语
imfc	缠绵悱恻
imgy	沉默寡言
imhc	出谋划策
imjj	窗明几净
imjs	沉湎酒色
imju	瞠目结舌
imjx	触目惊心
imkl	愁眉苦脸
imld	车马劳顿
immk	重命名
impk	触摸屏
imqc	吹毛求疵
imuh	城门失火
imui	触摸式
imuj	沉默是金
imve	充满着
imvn	迟暮之年
imvv	臭名昭著
imvw	驰名中外
imwh	春梦无痕
imwi	出没无常
imwl	魑魅魍魉
imyi	柴米油盐酱醋茶
imyu	沉迷于
imyy	柴米油盐
imyy	臭名远扬
imzw	出门在外
in	承诺
indj	吃奶的劲
inhk	春暖花开
inju	陈年旧事
injv	陈年旧账
inle	吃腻了
inlj	陈年老酒
inly	长年累月
inpi	吹牛皮
inrf	成年人
invj	刹那之间
inyn	痴男怨女
inz	处女作
inzo	处女座
io	戳
iobe	腏
iobe	𩩟
iobi	辍笔
ioce	𤿫
iock	鏃
iocm	鎈
iocn	𨮸
ioco	𨰆
iocu	鑡
ioee	涰
ioej	淖
ioeo	歠
iofj	焯
iogj	趠
iohc	绰号
iohj	𢿭
iohk	簇
ioho	辵
ioij	𢿭
ioio	辶
ioir	戳穿
ioje	輟
ioji	戳记
iok	辍
ioki	犳
iokm	犳
iomb	磭
iome	醊
iomg	醛
iomg	酫
iomn	𥓑
iomo	珿
ionk	㚟
ionp	㲋
ioou	𬭔
ioow	𩟫
iop	惙
iopo	戳破
ioqi	啜泣
ioqi	擉
ioqj	繛
ior	啜
ior	踔
iora	躇
iorc	嚽
iore	踱
iorj	𡁇
ioro	𨆬
ioro	𪢕
ioru	戳入
iose	㪬
iotg	荃
ioti	䓎
iotk	蔟
iotm	䓎
iotu	齹
iouk	𢽸
iov	绰
iovd	䋘
iove	缀
iove	綴
iovj	婥
iovj	綽
iovl	娕
iovo	娖
iovo	𦁶
iovr	婼
iowe	畷
ioxt	辍学
ioy	龊
ioye	諁
ioye	齱
ioyj	逴
ioyo	辶
ioyo	齪
ioyu	𪘛
ioyv	𨒢
iozn	⻎
iozo	⻌
ip	产品
ipdl	长篇大论
ipdv	IP地址
ipld	长篇累牍
ipxu	长篇小说
iq	重启
iqbb	乘其不备
iqbf	春秋笔法
iqbh	惩前毖后
iqby	出其不意
iqdn	重启电脑
iqfr	锄强扶弱
iqil	潮起潮落
iqit	臭气冲天
iqjd	成群结队
iqld	陈腔滥调
iqle	出去了
iqll	充其量
iqlz	重起炉灶
iqlz	臭棋篓子
iqqh	承前启后
iqql	春去秋来
iqry	差强人意
iqts	出气筒
iqui	重庆市
iquj	唇枪舌剑
iquw	成千上万
iqvg	春秋战国
iqvr	长驱直入
iqvu	出奇制胜
iqwy	除却巫山不是云
iqyl	长期以来
ir	传
irai	暷
irbb	腨
irbb	𤰌
irbh	穿帮
irbi	䁣
irbj	宠辱不惊
irbk	传染病
irbl	賗
irbl	𥃹
irbl	𬥸
irbm	传遍
irbo	传播
irbo	船舶
irbt	吃人不吐骨头
irbw	川贝
irby	吃软不吃硬
irbz	成人不自在
ircd	川菜
irch	船舱
irch	𨩴
ircl	釧
ird	椽
ird	传导
irda	传达
irdb	𣛹
irdc	传到
irdd	穿戴
irdi	传递
irdj	传单
irdo	㯌
irdt	趁热打铁
irdv	船队
irel	汌
irfu	船夫
irga	堾
irgo	穿过
irgs	串供
irgw	传给
irh	船
irhb	篅
irhc	穿好
irhe	𣀔
irhe	𥲏
irhh	串行
irhi	舩
irhm	舡
irhq	𥬫
irhr	传唤
irhu	传呼
irhx	传话
iria	穿插
iric	传抄
irig	传承
irir	串串
iriu	传出
irj	穿
irjb	輲
irjd	吃人家的嘴短
irjg	吃人家饭，受人家管
irjl	船桨
irjn	传教
irju	川剧
irkb	𰺒
irkd	传开
irkl	𤶱
irkm	𤜼
irko	猭
irkz	串口
irl	川
irl	串
irlb	𧍒
irld	传来
irlg	常任理事国
irlk	传令
irlm	串联
irme	𩂍
irmf	串门
irmh	瑏
irmi	㱛
irmi	𤮍
irmj	𣧒
irml	玔
irmn	𠛖
irmw	传媒
irn	舛
iro	钏
iro	氚
iroi	傳
iroi	伝
iroq	僢
irpn	船票
irpo	穿破
irqi	传奇
irqi	喘气
irqi	𧑝
irqq	传球
irr	喘
irra	踳
irre	传热
irrf	传人
irrh	𠾮
irrj	传染
irrl	𠯀
irro	𨂦
irru	传入
irru	怅然若失
irso	穿梭
irss	传送
irtd	出人头地
irto	𦎇
irto	𦎜
irto	𦺛
irtq	荈
irts	串通
irtz	穿透
iruc	串烧
iruf	传神
iruh	穿上
irui	传世
irum	痴人说梦
irun	㼷
iruo	传说
iruo	歂
iruu	传输
iruz	传授
irve	穿着
irvf	传真
irvf	鶨
irvh	船长
irvi	船只
irvm	成人之美
irvm	𱊘
irvn	剶
irvo	穿着
irvu	船主
irvv	巛
irwb	圌
irwf	传闻
irwu	船坞
irww	超然物外
irxh	仇人相见，分外眼红
irxi	喘息
irxk	穿行
irxm	船舷
irxn	传销
irxp	穿鞋
irxy	传讯
iry	遄
iryb	传音
iryb	出人意表
iryb	諯
iryb	𨘼
iryc	传谣
iryh	传扬
iryi	穿衣
iryj	传言
iryl	出人意料
iryr	船员
iryt	穿越
iryy	船运
irzh	川藏
is	冲
isai	宠爱
isbb	𦟛
isbd	崇拜
isbg	𩩳
isbj	抽丝剥茧
isbo	重播
isbp	𠖥
isbp	𮰄
isbu	𥅻
iscc	虫草
isci	冲刺
iscs	差三错四
iscu	銃
isda	重打
isdd	撑死胆大的
isdg	桩
isdg	橦
isdg	㮔
isdh	充当
isdj	冲淡
isdm	充电
isdn	冲掉
isdp	重叠
isds	冲动
isdu	𣑁
isdx	樁
iseb	涌
isef	漴
iseg	潼
isel	沖
isel	浺
iser	宠儿
iset	𥁵
iseu	㳘
isff	充分
isfg	冲锋
isfg	重逢
isfi	爞
isfj	重返
isfu	重复
isg	冲高
isgc	崇高
isgg	𧼩
isgl	𱖧
isgo	冲过
isgo	𧼙
isgr	埫
isgz	重构
ish	重
ish	种
ishd	虫害
ishe	重合
ishf	䳯
ishg	種
ishg	艟
ishg	徸
ishg	𨿿
ishi	䖝
ishi	𥭥
ishk	宠坏
ishk	𢖄
ishl	𥫯
ishl	𨈮
ishm	𦑝
ishn	衝
ishn	𠝤
ishn	𧘂
isho	重获
ishp	𢡹
ishq	㹐
ishu	𥬱
ishv	重回
ishx	𪄻
ishy	重婚
isia	冲茶
isih	重唱
isii	充斥
isis	重重
isiu	冲出
isj	宠
isjb	冲进
isjg	䆹
isjg	䡴
isji	冲击
isji	冲剂
isjk	憧憬
isjk	崇敬
isjl	䆔
isjl	𨛱
isjm	重建
isjp	寵
isju	重聚
isju	崈
isjy	充军
iskc	𩒘
iskg	𰺝
iski	痋
iskx	冲垮
isl	虫
isld	重来
islg	蝩
islg	褈
islg	𧝎
islh	冲浪
isli	冲力
isli	蟲
islj	沉思良久
isll	冲凉
isll	衶
islr	虫卵
islt	盅
islu	䘪
islx	𧐍
isma	重码
ismg	䝑
ismj	充满
ismk	重名
ismr	酮
ismu	珫
isnf	𬳐
isng	䂌
isng	隀
iso	铳
isob	𩞋
isof	𩜖
isof	𩞉
isof	𪅈
isop	𠑙
isop	𫢹
isp	憧
isp	忡
ispg	𨤩
ispi	𢛒
ispi	𢥞
ispo	冲破
ispt	𢝈
ispu	㤝
ispw	充沛
isq	舂
isqf	𪅖
isqg	揰
isqi	重启
isqk	重庆
isqm	𬸥
isqp	憃
isqu	㧤
isqx	摏
isrb	嘃
isru	冲入
isrx	蹖
isse	充塞
issi	楚虽三户，亡秦必楚
issl	翀
issp	𨳁
issp	𩬤
issp	𩰀
issu	重塑
issx	𩥫
issy	重孙
ist	茺
istb	𩌨
isti	重提
isti	茧
istm	冲天
istu	冲突
istu	𪎽
isu	崇
isua	冲杀
isud	𣐯
isue	重设
isuf	重申
isug	重生
isug	𡿂
isuh	崇尚
isui	充实
isun	㓽
isuu	充数
isux	冲刷
isve	冲着
isvf	重振
isvg	重整
isvg	緟
isvg	𫟆
isvi	充值
isvl	重装
isvp	䌬
isvv	垂死挣扎
iswb	𪒒
iswf	重温
iswg	罿
iswu	宠物
isww	重围
isxi	冲洗
isxk	宠幸
isxl	冲向
isxm	重现
isxn	冲销
isxp	重写
isxq	重修
isxt	充血
isxx	重下
isy	充
isya	虫牙
isyh	重阳
isyj	重演
isyk	𧩃
isyn	𠟍
isyo	𨖼
isyu	充裕
isyy	畅所欲言
isz	重组
iszi	虫子
iszu	充足
iszz	冲走
it	传统
itbi	丑态百出
itbl	丑态毕露
itbt	长痛不如短痛
itbu	长途跋涉
itdp	吹弹得破
itfy	尘土飞扬
itgn	传统观念
itgv	床头柜
itiw	彻头彻尾
itkp	吹弹可破
itmd	传统美德
itnn	出头鸟
itsq	垂头丧气
ittg	赤条条来去无牵挂
ittn	赤条条
ituh	传统社会
itvg	呈堂证供
itvr	出头之日
itwh	传统文化
itwz	畅通无阻
ityl	差太远了
ityq	串通一气
ityr	差太远
ityu	长叹一声
iu	处
iu	除
iuag	䦌
iuai	曯
iuao	閦
iuas	𨴰
iubb	出殡
iubf	出手不凡
iubi	臅
iubj	出版
iubj	处事不惊
iubk	出兵
iubk	䝙
iubl	长生不老
iubo	𱳋
iubr	貙
iubt	䐍
iubu	初步
iubu	长盛不衰
iubu	𩨸
iubw	储备
iuby	成事不足，败事有余
iubz	成事不足
iucc	除草
iucd	出彩
iucf	𪆷
iuch	储藏
iuci	初次
iucm	鉏
iuco	出错
iucs	鋤
iucy	储存
iud	楚
iuda	楮
iudc	出道
iudg	初等
iudg	橻
iudi	触底
iudi	橱
iudi	櫥
iudi	櫉
iudj	杵
iudm	触电
iudn	除掉
iudo	䠂
iudo	椘
iudo	檚
iuds	出动
iuds	樗
iuds	榋
iudu	柷
iudw	槒
iudx	城市大学
iued	滁
iuee	淑
iueo	濋
iuer	初二
iueu	泏
iuew	滀
iuf	出发
iufa	触发
iufa	处罚
iufa	䊰
iufe	𤏱
iuff	处分
iufh	厨房
iufj	触犯
iufl	𥹵
iufr	出水芙蓉
iufw	除非
iug	橱柜
iugc	初稿
iugc	𧺶
iugd	趎
iugd	𧺶
iuge	埱
iugf	𧽧
iugh	出港
iugj	触感
iugo	出国
iugo	㙇
iugo	𡐌
iugv	出轨
iuhd	出海
iuhd	篨
iuhg	𢨫
iuhi	斶
iuhi	𪇆
iuhj	出汗
iuhm	𫀬
iuhm	𬌝
iuhn	処
iuho	出货
iuhr	𢕓
iuht	𩙙
iuhu	出乎
iuhu	䅳
iuhu	犓
iuhx	初始化
iuia	禇
iuid	出差
iuid	成双成对
iuie	𰵴
iuif	除尘
iuig	出城
iuig	𢨫
iuih	出场
iuii	廚
iuii	𢊍
iuij	出产
iuil	橱窗
iuim	麆
iuis	除虫
iuiu	处处
iuiu	祝
iuiz	出丑
iujb	出尽
iuji	初级
iujj	常胜将军
iujl	崇山峻岭
iujm	初见
iujm	矗
iujm	䎝
iujn	触角
iujp	出借
iujt	处决
iuju	出局
iujv	矗
iujx	出家
iukc	𤝞
iukd	除开
iukd	𤝞
iuke	㾥
iukj	触手可及
iukk	诚实可靠
iuko	𤻇
iukq	赤手空拳
iuks	触控
iukz	出口
iul	初
iul	蜍
iula	褚
iuld	出来
iuld	𲈼
iule	除了
iulf	䙘
iulf	𪁲
iulg	𮤬
iuli	处理
iuli	㡡
iuli	幮
iuli	蟵
iuli	𢅥
iull	储量
iulm	初恋
iulo	出落
iulo	𬮥
iulq	𤙟
iuls	出笼
iult	赤身裸体
iulu	出路
iulu	𧎷
ium	础
ium	厨
ium	亍
iuma	出马
iuma	禇
iumd	出卖
iume	琡
iume	䜴
iume	𩂫
iumf	出门
iumg	𠁉
iumh	𢒔
iumi	㕑
iumj	㕏
iumk	出名
iuml	车水马龙
iumm	出面
iumm	豠
iumo	触摸
iumo	礎
iumo	珿
iumo	璴
iumo	豖
iumo	𣢶
iumo	𥒭
iumo	𧯩
iumo	𧰫
iumo	𩈤
iumu	触目
iumu	祝
iumu	硫
iumv	硫
iun	触
iun	雏
iuna	出纳
iund	初生牛犊
iunf	𩿿
iunh	初生牛犊不怕虎
iuni	觸
iunj	处男
iunm	初年
iunm	刍
iunm	𬸅
iuno	𨼪
iunp	𧢶
iunu	触怒
iunv	处女
iunw	𩹱
iuo	储
iuo	锄
iuoa	儲
iuoe	俶
iuom	𫛾
iuom	𬬺
iuoo	儊
iuov	𠇘
iuow	傗
iup	怵
iupb	出品
iupd	出牌
iupf	鶵
iupg	触碰
iupg	雛
iupi	𢣵
iupk	触屏
iupo	憷
iupp	𢣿
iupu	芻
iupu	㤕
iuq	搐
iuqb	出勤
iuqi	初期
iuqm	出钱
iuqm	耝
iuqn	出鞘
iuqq	出糗
iuqr	除权
iuqs	摴
iuqs	耡
iuqt	除却
iuqu	出去
iuqu	拀
iuqx	承上启下
iur	躇
iura	䠧
iurc	䟣
iurd	出双入对
iurd	䟣
iurf	出任
iurh	出神入化
iurh	䟞
iuri	蹰
iuri	躕
iurm	𫩩
iuro	踀
iuro	𠿝
iuro	𨁿
iurr	嘼
iurs	出生入死
iurt	𥁯
iuru	出入
iuru	㗙
iurw	𨃕
iusd	初赛
iuse	出色
iusg	𡳑
iusi	处死
iusj	初三
iuso	处所
iuso	䎌
iuta	著
iuta	蕏
iuta	藸
iuta	𦿀
iutc	出逃
iutd	出台
iutd	蒢
iutd	𦺵
iutf	𦷝
iutg	荲
iuti	出题
iutj	初探
iutk	出庭
iutm	𪓐
iutm	𫇴
iuto	蓫
iuto	𧃏
iuts	触痛
iutu	出土
iutu	蒭
iutz	出头
iuuf	出身
iuug	出生
iuug	畜生
iuui	厨师
iuuj	出山
iuul	䢺
iuuo	欪
iuur	𠰕
iuus	㔘
iuuu	岀
iuuv	出水
iuux	诚实守信
iuuz	出售
iuv	绌
iuv	初衷
iuvc	出招
iuvf	出诊
iuvf	絮
iuvg	出征
iuvh	处长
iuvi	处置
iuvj	出站
iuvj	乘胜追击
iuvm	㛀
iuvs	初中
iuvu	媰
iuvu	絀
iuvv	𡝈
iuw	黜
iuwd	除外
iuwf	初吻
iuwh	触网
iuwj	斣
iuwm	𱊬
iuwo	歜
iuwu	储物
iuxi	出席
iuxi	除夕
iuxk	雏形
iuxm	出现
iuxt	初学
iuxu	储蓄
iuxv	春生夏长
iuxx	重拾信心
iuxy	出巡
iuy	畜
iuy	出于
iuya	諸
iuya	𣦠
iuya	𣦡
iuye	初夜
iuye	竐
iuye	敊
iuye	諔
iuye	遚
iuye	𣥹
iuyi	初一
iuyj	出演
iuyk	䖏
iuyl	鄐
iuyl	齭
iuyl	𫜭
iuyn	處
iuyn	竌
iuyo	𬺓
iuyo	䇍
iuyo	齼
iuyo	𠧖
iuyr	出院
iuyr	齣
iuyr	𱌮
iuyu	处于
iuyu	詘
iuyw	𨕢
iuyz	出游
iuzd	处在
iuzi	出自
iuzt	成事在天
iuzu	出租
iuzz	出走
iv	吹
ivai	垂爱
ivam	𣇦
ivbi	成正比
ivbm	腄
ivbw	捶背
ivcm	錘
ivcr	鎚
ivd	槌
ivda	捶打
ivdg	吹灯
ivdg	椎
ivdj	沉重代价
